"search-number","evaluation","a*","b*","c*","d*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"8","28","-24","-2","0","0","-293.92909897370424","1","-293.92909897370424","-310.23521711291346"
"8","29","-24","-2","0","3","-191.56823075676107","1","-191.56823075676107","-1059.8384360005782"
"8","30","-24","-2","15","3","-1719.697604174935","1","-191.56823075676107","-1059.8384360005782"
"8","31","-27","-2","0","3","-36.626633001884784","1","-36.626633001884784","-1177.9051751823858"
"8","32","-26","-2","0","-4","-569.5801280386509","1","-36.626633001884784","-1177.9051751823858"
"8","33","-27","-32","0","3","-2955.832251231571","1","-36.626633001884784","-1177.9051751823858"
"8","34","-7","-32","0","3","-2242.0176100790495","1","-36.626633001884784","-1177.9051751823858"
"8","35","-26","1","32","3","-3796.5177666602835","1","-36.626633001884784","-1177.9051751823858"
"8","36","-27","-2","7","3","-1134.8674755618383","1","-36.626633001884784","-1177.9051751823858"
"8","37","-27","-2","0","2","-1369.5441393448073","1","-36.626633001884784","-1177.9051751823858"
"8","38","-27","-1","-1","3","-1251.4390211667612","1","-36.626633001884784","-1177.9051751823858"
"8","39","-26","-2","0","3","749.8174049423958","1","749.8174049423958","-307.0558954309846"
"8","40","-26","-2","0","32","-4347.8455830718995","1","749.8174049423958","-307.0558954309846"
"9","1","22","-3","7","-31","-5025.5444239061635","1","-5025.5444239061635","-4237.719933144284"
"9","2","8","-3","7","-20","-2744.618505856477","1","-2744.618505856477","-1912.6692668242076"
"9","3","8","-3","-8","-20","-1909.9158080541329","1","-1909.9158080541329","-1999.6782531885874"
"9","4","8","-3","-1","-20","-1420.386599921414","1","-1420.386599921414","-1851.5698237947204"
"9","5","8","2","-1","-20","-2429.328476008676","1","-1420.386599921414","-1851.5698237947204"
"9","6","8","-3","0","-23","-1830.8700795459517","1","-1420.386599921414","-1851.5698237947204"
"9","7","8","-2","-2","-20","-2668.208866698935","1","-1420.386599921414","-1851.5698237947204"
"9","8","15","-31","-1","-20","-4722.745086646681","1","-1420.386599921414","-1851.5698237947204"
"9","9","8","-6","-1","-20","-1770.7362577009994","1","-1420.386599921414","-1851.5698237947204"
"9","10","8","-3","-1","19","-1426.69504633037","1","-1420.386599921414","-1851.5698237947204"
"9","11","8","2","-1","-20","-2318.9367603171804","1","-1420.386599921414","-1851.5698237947204"
"9","12","8","-3","0","-21","-1923.9222748867005","1","-1420.386599921414","-1851.5698237947204"
"9","13","8","-3","-1","-14","-1518.8825319251396","1","-1420.386599921414","-1851.5698237947204"
"9","14","8","-3","-1","-31","-3376.033604092371","1","-1420.386599921414","-1851.5698237947204"
"9","15","-9","-3","-32","-20","-6736.447112918522","1","-1420.386599921414","-1851.5698237947204"
"9","16","8","-2","-1","-20","-602.7387815091636","1","-602.7387815091636","-2575.860745310107"
"9","17","8","-2","0","-20","-1217.309037728352","1","-602.7387815091636","-2575.860745310107"
"9","18","8","-2","-1","-21","-1796.161621563569","1","-602.7387815091636","-2575.860745310107"
"9","19","8","-2","0","-20","-2502.041634525112","1","-602.7387815091636","-2575.860745310107"
"9","20","8","1","-1","-20","-392.7688970069041","1","-392.7688970069041","-1633.5923622868945"
"9","21","8","31","-1","-20","-3686.4907660110835","1","-392.7688970069041","-1633.5923622868945"
"9","22","8","6","-1","-20","-2517.4453166411076","1","-392.7688970069041","-1633.5923622868945"
"9","23","9","1","-1","-20","-2285.2205898650595","1","-392.7688970069041","-1633.5923622868945"
"9","24","-9","14","-1","-20","-2265.2138608457576","1","-392.7688970069041","-1633.5923622868945"
"9","25","8","1","-2","-20","-487.9436860925448","1","-392.7688970069041","-1633.5923622868945"
"9","26","12","6","-1","-20","-1749.0856997329724","1","-392.7688970069041","-1633.5923622868945"
"9","27","8","1","-1","-31","-4393.908064034371","1","-392.7688970069041","-1633.5923622868945"
"9","28","8","-2","-1","-19","-1932.4512450571426","1","-392.7688970069041","-1633.5923622868945"
"9","29","8","14","-1","-20","-1665.9065272790049","1","-392.7688970069041","-1633.5923622868945"
"9","30","8","1","-8","-20","-1125.9335127751265","1","-392.7688970069041","-1633.5923622868945"
"9","31","14","1","-1","-20","-1995.9071364436543","1","-392.7688970069041","-1633.5923622868945"
"9","32","15","1","3","-20","-2064.5112515745045","1","-392.7688970069041","-1633.5923622868945"
"9","33","8","1","1","-20","638.1782807822783","1","638.1782807822783","-1928.9609462005933"
"9","34","23","1","1","-20","-3379.2602451522052","1","638.1782807822783","-1928.9609462005933"
"9","35","8","14","1","-23","-2944.926457950345","1","638.1782807822783","-1928.9609462005933"
"9","36","8","1","30","-20","-4061.686461955695","1","638.1782807822783","-1928.9609462005933"
"9","37","8","30","1","-20","-3980.262500964797","1","638.1782807822783","-1928.9609462005933"
"9","38","8","-2","2","-19","-229.05131268439527","1","638.1782807822783","-1928.9609462005933"
"9","39","23","0","1","-20","-2360.3469459454072","1","638.1782807822783","-1928.9609462005933"
"9","40","-9","1","1","-20","-1116.508021689428","1","638.1782807822783","-1928.9609462005933"
"10","1","-2","-28","-20","29","-5548.751638555993","1","-5548.751638555993","-6739.583026369659"
"10","2","-2","-28","-19","29","-5081.756951683676","1","-5081.756951683676","-5944.528991258154"
"10","3","1","-28","-19","29","-6621.161639988171","1","-5081.756951683676","-5944.528991258154"
"10","4","-1","-28","18","-17","-2927.4024714534735","1","-2927.4024714534735","-3841.7390279457413"
"10","5","-1","-21","18","-32","-5354.528942113482","1","-2927.4024714534735","-3841.7390279457413"
"10","6","-1","-28","19","-17","-4026.359260202265","1","-2927.4024714534735","-3841.7390279457413"
"10","7","-2","-28","18","-17","-3638.9025656265917","1","-2927.4024714534735","-3841.7390279457413"
"10","8","-1","-28","29","-17","-4718.952905598482","1","-2927.4024714534735","-3841.7390279457413"
"10","9","-8","-29","18","-17","-3719.0550083086837","1","-2927.4024714534735","-3841.7390279457413"
"10","10","-4","-27","21","-17","-5725.630489756655","1","-2927.4024714534735","-3841.7390279457413"
"10","11","0","-28","13","-17","-4010.362653208234","1","-2927.4024714534735","-3841.7390279457413"
"10","12","-1","-28","13","-32","-7331.640070348817","1","-2927.4024714534735","-3841.7390279457413"
"10","13","-1","21","18","-20","-3513.1172597825557","1","-2927.4024714534735","-3841.7390279457413"
"10","14","0","4","18","-17","-3044.769173517636","1","-2927.4024714534735","-3841.7390279457413"
"10","15","-1","28","18","-17","-3219.559390247872","1","-2927.4024714534735","-3841.7390279457413"
"10","16","0","-28","18","-17","-3815.276808596968","1","-2927.4024714534735","-3841.7390279457413"
"10","17","3","-26","18","-17","-3344.7633827774757","1","-2927.4024714534735","-3841.7390279457413"
"10","18","-1","-28","13","-17","-3469.1004275529617","1","-2927.4024714534735","-3841.7390279457413"
"10","19","-1","-28","18","-32","-5865.755280190727","1","-2927.4024714534735","-3841.7390279457413"
"10","20","0","-28","13","-17","-2889.96781824416","1","-2889.96781824416","-3379.0336258264015"
"10","21","0","-28","13","-32","-6023.971532968463","1","-2889.96781824416","-3379.0336258264015"
"10","22","1","28","13","-17","-3134.357023811245","1","-2889.96781824416","-3379.0336258264015"
"10","23","0","-29","13","-17","-1743.1225882729398","1","-1743.1225882729398","-3046.6210571282186"
"10","24","0","-29","14","-17","-4617.784394892344","1","-1743.1225882729398","-3046.6210571282186"
"10","25","0","-29","-14","-17","-2576.2206701065843","1","-1743.1225882729398","-3046.6210571282186"
"10","26","7","-29","13","-17","-4291.938355554023","1","-1743.1225882729398","-3046.6210571282186"
"10","27","0","-22","13","-17","-3807.993962181219","1","-1743.1225882729398","-3046.6210571282186"
"10","28","0","-29","10","-17","-3723.69016249963","1","-1743.1225882729398","-3046.6210571282186"
"10","29","0","-29","3","-17","-1367.3557592429065","1","-1367.3557592429065","-2789.4457935184964"
"10","30","0","27","3","-17","-2759.9810071046786","1","-1367.3557592429065","-2789.4457935184964"
"10","31","0","-30","3","-17","-2466.258430343474","1","-1367.3557592429065","-2789.4457935184964"
"10","32","15","-29","3","32","-6193.130915302096","1","-1367.3557592429065","-2789.4457935184964"
"10","33","0","-29","3","16","-2953.558020658376","1","-1367.3557592429065","-2789.4457935184964"
"10","34","0","-29","28","-17","-6224.310010318441","1","-1367.3557592429065","-2789.4457935184964"
"10","35","-1","-29","3","-17","-3903.6806755193265","1","-1367.3557592429065","-2789.4457935184964"
"10","36","3","-29","3","-17","-2720.6486456970524","1","-1367.3557592429065","-2789.4457935184964"
"10","37","0","-26","3","-17","-2158.834946387011","1","-1367.3557592429065","-2789.4457935184964"
"10","38","0","-30","0","-24","-4600.621326809004","1","-1367.3557592429065","-2789.4457935184964"
"10","39","-1","-29","28","-17","-4509.085924852698","1","-1367.3557592429065","-2789.4457935184964"
"10","40","1","-5","3","-17","-2119.0958129794576","1","-1367.3557592429065","-2789.4457935184964"
"11","1","-9","-30","-23","-12","-3207.5236563514372","1","-3207.5236563514372","-3222.42313609421"
"11","2","-9","-31","-23","-12","-4378.849437228304","1","-3207.5236563514372","-3222.42313609421"
"11","3","-12","-30","-23","-9","-2772.8975036666343","1","-2772.8975036666343","-3667.8544970779335"
"11","4","-12","-3","-23","-9","-1921.2834716782534","1","-1921.2834716782534","-2752.0405580602564"
"11","5","-12","-4","-23","-9","-2249.618463944476","1","-1921.2834716782534","-2752.0405580602564"
"11","6","-11","-3","-23","-9","-1948.982572103717","1","-1921.2834716782534","-2752.0405580602564"
"11","7","-12","-3","-23","-8","-1711.6867668254308","1","-1711.6867668254308","-1722.0881046546485"
"11","8","8","-3","23","-8","67.64130767922893","1","67.64130767922893","-1828.2655503288067"
"11","9","24","-3","23","-8","-2838.1401837943154","1","67.64130767922893","-1828.2655503288067"
"11","10","8","2","-19","-8","-177.58732997935022","1","67.64130767922893","-1828.2655503288067"
"11","11","-9","-3","23","-8","-215.70822753964922","1","67.64130767922893","-1828.2655503288067"
"11","12","8","-4","23","-25","-3830.9913417525167","1","67.64130767922893","-1828.2655503288067"
"11","13","11","-6","23","-8","-2399.6170205661397","1","67.64130767922893","-1828.2655503288067"
"11","14","8","-3","23","-25","-5786.329135026687","1","67.64130767922893","-1828.2655503288067"
"11","15","8","-2","23","-25","-4020.37446151898","1","67.64130767922893","-1828.2655503288067"
"11","16","8","-3","9","-8","-2231.8253018412943","1","67.64130767922893","-1828.2655503288067"
"11","17","8","-3","23","-7","-3234.704937627673","1","67.64130767922893","-1828.2655503288067"
"11","18","8","-4","23","-8","-2318.4030670195425","1","67.64130767922893","-1828.2655503288067"
"11","19","12","-30","23","-5","-4559.126466993006","1","67.64130767922893","-1828.2655503288067"
"11","20","-9","-3","23","-25","-4213.524548689178","1","67.64130767922893","-1828.2655503288067"
"11","21","8","-19","23","-9","-2715.7834479746275","1","67.64130767922893","-1828.2655503288067"
"11","22","8","2","23","-8","-2493.8928791025714","1","67.64130767922893","-1828.2655503288067"
"11","23","11","-3","23","-16","-3001.875961583874","1","67.64130767922893","-1828.2655503288067"
"11","24","8","-3","23","7","-2637.4776123609186","1","67.64130767922893","-1828.2655503288067"
"11","25","7","-3","23","-5","-2504.7705967865595","1","67.64130767922893","-1828.2655503288067"
"11","26","8","-30","-23","-8","-5407.639938758106","1","67.64130767922893","-1828.2655503288067"
"11","27","8","-3","-24","-1","-2436.318886658586","1","67.64130767922893","-1828.2655503288067"
"11","28","-9","-3","23","-9","-1043.7804070213492","1","67.64130767922893","-1828.2655503288067"
"11","29","8","-3","6","-8","-726.484515818798","1","67.64130767922893","-1828.2655503288067"
"11","30","11","2","22","-5","-1804.3256443322537","1","67.64130767922893","-1828.2655503288067"
"11","31","8","-14","23","-8","-2360.099910842006","1","67.64130767922893","-1828.2655503288067"
"11","32","-10","-6","23","7","-1781.675528006903","1","67.64130767922893","-1828.2655503288067"
"11","33","-9","-3","23","-1","-1655.3785799047625","1","67.64130767922893","-1828.2655503288067"
"11","34","8","-3","-7","-8","-1070.1177244565088","1","67.64130767922893","-1828.2655503288067"
"11","35","-9","2","-24","-8","-3003.437935177704","1","67.64130767922893","-1828.2655503288067"
"11","36","8","-3","23","-5","-1615.1631696562376","1","67.64130767922893","-1828.2655503288067"
"11","37","8","2","23","-8","-1888.195174676543","1","67.64130767922893","-1828.2655503288067"
"11","38","8","30","23","-8","-3415.7944269007066","1","67.64130767922893","-1828.2655503288067"
"11","39","8","-3","-19","-8","-2927.757712967525","1","67.64130767922893","-1828.2655503288067"
"11","40","9","-3","23","-8","-2509.8452309792283","1","67.64130767922893","-1828.2655503288067"
"12","1","14","-19","-20","16","-4052.4465104281835","1","-4052.4465104281835","-2531.7322938213993"
"12","2","-15","-19","19","16","-2369.39870963549","1","-2369.39870963549","-2632.7893809369534"
"12","3","-15","-30","19","16","-3789.7641088150244","1","-2369.39870963549","-2632.7893809369534"
"12","4","-15","-19","19","23","-4525.367973607359","1","-2369.39870963549","-2632.7893809369534"
"12","5","14","-20","19","16","-4434.488597109086","1","-2369.39870963549","-2632.7893809369534"
"12","6","-15","-14","19","16","-2698.0250812083455","1","-2369.39870963549","-2632.7893809369534"
"12","7","-14","-20","19","16","-3438.1341056934557","1","-2369.39870963549","-2632.7893809369534"
"12","8","-15","18","19","16","-2792.9091570824658","1","-2369.39870963549","-2632.7893809369534"
"12","9","-2","-19","13","16","-1190.9389673910948","1","-1190.9389673910948","-3189.4564089569426"
"12","10","2","-19","13","16","-2404.5727617619095","1","-1190.9389673910948","-3189.4564089569426"
"12","11","-7","-19","12","16","-638.9526707640007","1","-638.9526707640007","-1746.8568772350088"
"12","12","-7","18","-13","-17","-503.330071901104","1","-503.330071901104","-2844.3705928237796"
"12","13","-7","22","-13","-17","-2490.790381098312","1","-503.330071901104","-2844.3705928237796"
"12","14","-7","13","-13","-17","-740.929166380756","1","-503.330071901104","-2844.3705928237796"
"12","15","-7","18","-13","-16","-1151.5480411946528","1","-503.330071901104","-2844.3705928237796"
"12","16","-6","13","-13","-17","-57.70114408716927","1","-57.70114408716927","-1994.4174940873886"
"12","17","-6","10","-13","-17","-962.3915000170953","1","-57.70114408716927","-1994.4174940873886"
"12","18","-6","13","-14","-17","-2909.833358748296","1","-57.70114408716927","-1994.4174940873886"
"12","19","-6","18","-13","-16","-2783.243014956537","1","-57.70114408716927","-1994.4174940873886"
"12","20","-6","10","-13","-24","-4104.905779739942","1","-57.70114408716927","-1994.4174940873886"
"12","21","-6","13","-13","-24","-3631.772593375051","1","-57.70114408716927","-1994.4174940873886"
"12","22","-6","10","12","-17","-3295.681019637638","1","-57.70114408716927","-1994.4174940873886"
"12","23","-6","13","12","-16","-1384.4981232573148","1","-57.70114408716927","-1994.4174940873886"
